index;adc
0;1494
1;1495
2;1494
3;1495
4;1495
5;1495
6;1495
7;1495
8;1495
9;1495
10;1495
11;1495
12;1495
13;1495
14;1495
15;1495
16;1495
17;1495
18;1495
19;1495
20;1495
21;1495
22;1495
23;1495
24;1495
25;1494
26;1494
27;1494
28;1494
29;1494
30;1494
31;1494
32;1494
33;1494
34;1494
35;1494
36;1494
37;1494
38;1493
39;1494
40;1494
41;1493
42;1494
43;1494
44;1493
45;1493
46;1493
47;1493
48;1493
49;1493
50;1494
51;1494
52;1494
53;1493
54;1494
55;1494
56;1493
57;1494
58;1493
59;1494
60;1494
61;1493
62;1494
63;1494
64;1494
65;1494
66;1493
67;1493
68;1493
69;1494
70;1494
71;1494
72;1494
73;1493
74;1493
75;1493
76;1493
77;1493
78;1493
79;1493
80;1493
81;1493
82;1493
83;1493
84;1493
85;1493
86;1493
87;1493
88;1493
89;1493
90;1493
91;1493
92;1492
93;1493
94;1493
95;1493
96;1492
97;1492
98;1492
99;1493
100;1492
101;1492
102;1492
103;1493
104;1493
105;1493
106;1493
107;1493
108;1492
109;1493
110;1493
111;1493
112;1492
113;1493
114;1492
115;1493
116;1493
117;1493
118;1493
119;1492
120;1492
121;1493
122;1492
123;1493
124;1492
125;1492
126;1491
127;1492
128;1492
129;1492
130;1492
131;1492
132;1492
133;1492
134;1492
135;1492
136;1491
137;1491
138;1491
139;1492
140;1492
141;1492
142;1491
143;1491
144;1491
145;1491
146;1491
147;1491
148;1491
149;1492
150;1491
151;1492
152;1492
153;1491
154;1491
155;1491
156;1491
157;1491
158;1491
159;1491
160;1492
161;1492
162;1492
163;1491
164;1491
165;1491
166;1491
167;1492
168;1491
169;1491
170;1491
171;1491
172;1491
173;1491
174;1491
175;1491
176;1491
177;1491
178;1491
179;1491
180;1491
181;1490
182;1491
183;1491
184;1491
185;1491
186;1490
187;1490
188;1490
189;1491
190;1490
191;1490
192;1490
193;1490
194;1490
195;1490
196;1491
197;1490
198;1490
199;1490
200;1490
201;1490
202;1490
203;1490
204;1490
205;1490
206;1490
207;1490
208;1490
209;1489
210;1490
211;1490
212;1490
213;1490
214;1490
215;1489
216;1490
217;1490
218;1490
219;1490
220;1491
221;1490
222;1490
223;1490
224;1490
225;1490
226;1490
227;1490
228;1490
229;1490
230;1490
231;1490
232;1490
233;1490
234;1490
235;1490
236;1489
237;1490
238;1490
239;1490
240;1490
241;1490
242;1490
243;1489
244;1489
245;1490
246;1490
247;1490
248;1489
249;1490
250;1490
251;1490
252;1490
253;1490
254;1490
255;1489
256;1489
257;1490
258;1490
259;1490
260;1490
261;1490
262;1490
263;1490
264;1489
265;1490
266;1490
267;1490
268;1490
269;1490
270;1490
271;1491
272;1490
273;1490
274;1490
275;1490
276;1490
277;1490
278;1490
279;1490
280;1490
281;1490
282;1490
283;1490
284;1490
285;1490
286;1490
287;1490
288;1490
289;1489
290;1490
291;1490
292;1489
293;1490
294;1490
295;1489
296;1490
297;1489
298;1490
299;1489
300;1489
301;1490
302;1490
303;1489
304;1490
305;1490
306;1490
307;1490
308;1490
309;1490
310;1490
311;1490
312;1490
313;1490
314;1491
315;1490
316;1490
317;1490
318;1490
319;1490
320;1490
321;1491
322;1490
323;1490
324;1490
325;1490
326;1490
327;1490
328;1489
329;1490
330;1490
331;1489
332;1490
333;1490
334;1490
335;1490
336;1489
337;1490
338;1489
339;1489
340;1489
341;1490
342;1490
343;1489
344;1489
345;1489
346;1489
347;1490
348;1490
349;1490
350;1490
351;1490
352;1490
353;1490
354;1490
355;1490
356;1490
357;1491
358;1490
359;1491
360;1491
361;1490
362;1490
363;1490
364;1491
365;1491
366;1491
367;1491
368;1491
369;1491
370;1491
371;1491
372;1491
373;1491
374;1491
375;1491
376;1491
377;1491
378;1491
379;1491
380;1491
381;1491
382;1491
