index;adc
0;1495
1;1494
2;1495
3;1495
4;1494
5;1495
6;1495
7;1495
8;1495
9;1495
10;1495
11;1495
12;1495
13;1495
14;1495
15;1495
16;1496
17;1495
18;1495
19;1495
20;1496
21;1495
22;1495
23;1495
24;1495
25;1495
26;1495
27;1495
28;1495
29;1495
30;1494
31;1494
32;1494
33;1494
34;1495
35;1495
36;1495
37;1495
38;1495
39;1495
40;1496
41;1496
42;1496
43;1496
44;1496
45;1496
46;1496
47;1496
48;1497
49;1496
50;1497
51;1496
52;1496
53;1496
54;1496
55;1496
56;1496
57;1496
58;1496
59;1496
60;1495
61;1495
62;1495
63;1495
64;1495
65;1496
66;1496
67;1495
68;1496
69;1496
70;1496
71;1496
72;1495
73;1496
74;1496
75;1496
76;1496
77;1495
78;1495
79;1495
80;1495
81;1495
82;1495
83;1495
84;1495
85;1495
86;1495
87;1495
88;1495
89;1496
90;1496
91;1496
92;1496
93;1496
94;1496
95;1496
96;1496
97;1496
98;1496
99;1496
100;1496
101;1496
102;1496
103;1496
104;1496
105;1496
106;1496
107;1496
108;1495
109;1495
110;1495
111;1495
112;1495
113;1495
114;1495
115;1495
116;1494
117;1494
118;1494
119;1494
120;1494
121;1494
122;1494
123;1494
124;1494
125;1494
126;1493
127;1494
128;1493
129;1494
130;1494
131;1494
132;1494
133;1494
134;1494
135;1494
136;1494
137;1494
138;1495
139;1495
140;1495
141;1495
142;1495
143;1495
144;1495
145;1496
146;1496
147;1496
148;1496
149;1496
150;1496
151;1497
152;1497
153;1497
154;1495
155;1497
156;1497
157;1497
158;1497
159;1497
160;1497
161;1497
162;1497
163;1497
164;1498
165;1497
166;1497
167;1497
168;1497
169;1498
170;1497
171;1497
172;1497
173;1497
174;1497
175;1497
176;1497
177;1497
178;1497
179;1497
180;1497
181;1497
182;1498
183;1497
184;1497
185;1497
186;1498
187;1498
188;1497
189;1498
190;1498
191;1498
192;1498
193;1498
194;1498
195;1498
196;1498
197;1498
198;1498
199;1498
200;1499
201;1499
202;1498
203;1498
204;1499
205;1498
206;1499
207;1499
208;1499
209;1499
210;1498
211;1499
212;1498
213;1498
214;1498
215;1498
216;1499
217;1498
218;1498
219;1499
