index;adc
0;1491
1;1491
2;1491
3;1491
4;1491
5;1491
6;1491
7;1490
8;1490
9;1490
10;1490
11;1490
12;1490
13;1490
14;1490
15;1491
16;1490
17;1490
18;1490
19;1490
20;1490
21;1491
22;1490
23;1490
24;1490
25;1490
26;1490
27;1491
28;1490
29;1491
30;1491
31;1491
32;1491
33;1491
34;1491
35;1491
36;1491
37;1491
38;1491
39;1491
40;1491
41;1491
42;1491
43;1491
44;1491
45;1491
46;1491
47;1491
48;1492
49;1491
50;1491
51;1491
52;1491
53;1491
54;1491
55;1491
56;1490
57;1490
58;1491
59;1490
60;1490
61;1490
62;1490
63;1489
64;1489
65;1488
66;1488
67;1487
68;1487
69;1486
70;1486
71;1486
72;1486
73;1485
74;1484
75;1486
76;1485
77;1484
78;1483
79;1483
80;1483
81;1483
82;1483
83;1483
84;1482
85;1482
86;1482
87;1482
88;1481
89;1481
90;1480
91;1480
92;1480
93;1479
94;1479
95;1479
96;1478
97;1478
98;1478
99;1478
100;1478
101;1478
102;1478
103;1477
104;1476
105;1477
106;1476
107;1476
108;1476
109;1476
110;1476
111;1476
112;1476
113;1476
114;1476
115;1476
116;1476
117;1476
118;1476
119;1476
120;1477
121;1476
122;1477
123;1477
124;1476
125;1477
126;1477
127;1478
128;1478
129;1478
130;1478
131;1478
132;1478
133;1479
134;1478
135;1478
136;1478
137;1478
138;1478
139;1478
140;1478
141;1478
142;1478
143;1478
144;1478
145;1477
146;1478
147;1477
148;1477
149;1477
150;1477
151;1477
152;1477
153;1477
154;1477
155;1477
156;1477
157;1477
158;1477
159;1476
160;1476
161;1477
162;1476
163;1477
164;1477
165;1476
166;1477
167;1477
168;1477
169;1477
170;1478
171;1478
172;1478
173;1478
174;1478
175;1478
176;1479
177;1479
178;1479
179;1479
180;1479
181;1480
182;1480
183;1480
184;1480
185;1480
186;1480
187;1480
188;1480
189;1480
190;1480
191;1481
192;1481
193;1480
194;1480
195;1480
196;1480
197;1480
198;1480
199;1480
200;1480
201;1480
202;1480
203;1480
204;1480
205;1480
206;1480
207;1479
208;1480
209;1480
210;1479
211;1479
212;1479
213;1480
214;1480
215;1480
216;1480
217;1480
218;1481
219;1480
220;1481
221;1481
222;1481
223;1481
224;1481
225;1482
226;1482
227;1482
228;1482
229;1482
230;1482
231;1482
232;1483
233;1483
234;1482
235;1485
236;1483
237;1483
238;1483
